feature,importance
corridor_cause_interaction_tumkur_road_vehicle_breakdown,0.0010024301
corridor_peak_interaction_orr_west_1_off_peak,0.0009858699
start_month_name_february,0.0009845262
event_cause_corridor_vehicle_breakdown_orr_north_1,0.0009817007
zone_cause_interaction_east_zone_2_vehicle_breakdown,0.0009774608
corridor_peak_interaction_tumkur_road_night,0.00097188127
start_day_name_wednesday,0.00096351234
cause_hour_interaction_vehicle_breakdown_14_0,0.00094510574
vehicle_cause_interaction_ksrtc_bus_vehicle_breakdown,0.0009434016
police_station_k_g_halli,0.0009388687
zone_cause_interaction_central_zone_2_others,0.00093855476
corridor_peak_interaction_mysore_road_morning_peak,0.00093667494
police_station_k_r_pura,0.000901239
police_station_sadashivanagar,0.0008948988
police_station_halasur,0.0008931376
event_cause_corridor_vehicle_breakdown_magadi_road,0.00088262925
cause_hour_interaction_construction_2_0,0.0008802431
corridor_cause_interaction_magadi_road_vehicle_breakdown,0.0008693429
cause_hour_interaction_vehicle_breakdown_0_0,0.0008448349
event_cause_corridor_vehicle_breakdown_tumkur_road,0.00084256334
zone_cause_interaction_south_zone_2_vehicle_breakdown,0.00082049804
police_station_magadi_road,0.0008126454
cause_hour_interaction_construction_3_0,0.00079966726
event_cause_corridor_others_bellary_road_1,0.00078302954
zone_cause_interaction_unknown_road_conditions,0.00076923193
weather_zone_interaction_weather_0_east_zone_2,0.000766329
corridor_bannerghata_road,0.0007575022
zone_east_zone_1,0.0007520251
cause_hour_interaction_accident_0_0,0.0007481742
police_station_yeshwanthpura,0.00072321075
corridor_peak_interaction_orr_north_2_night,0.00072204793
cause_hour_interaction_vehicle_breakdown_8_0,0.00067888206
corridor_cause_interaction_non_corridor_tree_fall,0.0006686497
cause_hour_interaction_tree_fall_11_0,0.00066805055
zone_cause_interaction_west_zone_2_others,0.0006536153
police_station_upparpet,0.0006474275
veh_type_auto,0.0006472263
veh_type_taxi,0.00064654415
veh_type_others,0.00064596336
junction_sattelitebusstandjunc,0.0006364277
location_grid_12_969_77_701,0.0006221549
police_station_madiwala,0.0006056481
zone_cause_interaction_east_zone_1_vehicle_breakdown,0.0006010976
police_station_byatarayanapura,0.00059980556
peak_period_morning_peak,0.000588313
event_cause_corridor_vehicle_breakdown_bellary_road_2,0.00047464465
event_cause_corridor_accident_non_corridor,0.00045031792
zone_cause_interaction_unknown_pot_holes,0.00043771102
event_cause_corridor_vehicle_breakdown_orr_east_1,0.00040624713
cause_hour_interaction_construction_9_0,0.00037983336
zone_cause_interaction_central_zone_1_vehicle_breakdown,0.0002978296
event_cause_construction,0.00028388776
event_cause_corridor_vehicle_breakdown_non_corridor,0.00028219086
location_grid_13_055_77_601,0.0
location_grid_13_095_77_58,0.0
location_grid_13_056_77_603,0.0
location_grid_13_056_77_546,0.0
location_grid_13_055_77_647,0.0
location_grid_13_074_77_652,0.0
location_grid_13_095_77_594,0.0
location_grid_13_056_77_612,0.0
location_grid_13_095_77_598,0.0
location_grid_13_09_77_602,0.0
location_grid_13_055_77_535,0.0
location_grid_13_095_77_597,0.0
location_grid_13_056_77_647,0.0
location_grid_13_056_77_633,0.0
location_grid_13_054_77_531,0.0
location_grid_13_057_77_474,0.0
location_grid_13_057_77_547,0.0
location_grid_13_094_77_597,0.0
location_grid_13_093_77_597,0.0
location_grid_13_057_77_594,0.0
location_grid_13_057_77_603,0.0
location_grid_13_093_77_596,0.0
location_grid_13_093_77_595,0.0
location_grid_13_04_77_557,0.0
location_grid_13_057_77_648,0.0
location_grid_13_058_77_546,0.0
location_grid_13_059_77_633,0.0
location_grid_13_055_77_474,0.0
location_grid_13_054_77_489,0.0
location_grid_13_095_77_601,0.0
location_grid_13_098_77_567,0.0
location_grid_13_09_77_597,0.0
location_grid_13_04_77_624,0.0
location_grid_13_09_77_391,0.0
location_grid_13_099_77_698,0.0
location_grid_13_04_77_641,0.0
location_grid_13_04_77_642,0.0
location_grid_13_099_77_597,0.0
location_grid_13_098_77_599,0.0
location_grid_13_098_77_598,0.0
location_grid_13_098_77_597,0.0
location_grid_13_051_77_508,0.0
location_grid_13_098_77_592,0.0
location_grid_13_098_77_591,0.0
location_grid_13_098_77_571,0.0
location_grid_13_098_77_563,0.0
location_grid_13_053_77_646,0.0
location_grid_13_051_77_539,0.0
location_grid_13_051_77_543,0.0
location_grid_13_097_77_599,0.0
location_grid_13_096_77_6,0.0
location_grid_13_051_77_553,0.0
location_grid_13_051_77_593,0.0
location_grid_13_04_77_59,0.0
location_grid_13_051_77_594,0.0
location_grid_13_096_77_598,0.0
location_grid_13_052_77_594,0.0
location_grid_13_096_77_595,0.0
location_grid_13_052_77_631,0.0
location_grid_13_096_77_562,0.0
location_grid_13_052_77_646,0.0
location_grid_13_05_77_491,0.0
location_grid_13_05_77_508,0.0
location_grid_13_05_77_494,0.0
location_grid_13_067_77_652,0.0
location_grid_13_083_77_593,0.0
location_grid_13_083_77_55,0.0
location_grid_13_082_77_593,0.0
location_grid_13_082_77_56,0.0
location_grid_13_04_77_543,0.0
location_grid_13_06_77_507,0.0
location_grid_13_06_77_559,0.0
location_grid_13_04_77_519,0.0
location_grid_13_06_77_577,0.0
location_grid_13_071_77_621,0.0
location_grid_13_072_77_593,0.0
location_grid_13_082_77_548,0.0
location_grid_13_073_77_593,0.0
location_grid_13_04_77_518,0.0
location_grid_13_04_77_516,0.0
location_grid_13_073_77_602,0.0
location_grid_13_081_77_593,0.0
location_grid_13_081_77_56,0.0
location_grid_13_07_77_565,0.0
location_grid_13_074_77_503,0.0
location_grid_13_079_77_676,0.0
location_grid_13_078_77_592,0.0
location_grid_13_078_77_502,0.0
location_grid_13_077_77_593,0.0
location_grid_13_074_77_593,0.0
location_grid_13_076_77_59,0.0
location_grid_13_075_77_593,0.0
location_grid_13_075_77_547,0.0
location_grid_13_049_77_646,0.0
location_grid_13_068_77_593,0.0
location_grid_13_066_77_652,0.0
location_grid_13_092_77_559,0.0
location_grid_13_083_77_594,0.0
location_grid_13_091_77_597,0.0
location_grid_13_05_77_526,0.0
location_grid_13_061_77_576,0.0
location_grid_13_062_77_544,0.0
location_grid_13_091_77_595,0.0
location_grid_13_062_77_573,0.0
location_grid_13_062_77_576,0.0
location_grid_13_062_77_633,0.0
location_grid_13_063_77_633,0.0
location_grid_13_064_77_455,0.0
location_grid_13_064_77_594,0.0
location_grid_13_065_77_504,0.0
location_grid_13_04_77_544,0.0
location_grid_13_08_77_592,0.0
location_grid_13_08_77_502,0.0
location_grid_13_089_77_635,0.0
location_grid_13_065_77_64,0.0
location_grid_13_089_77_596,0.0
location_grid_13_088_77_596,0.0
location_grid_13_088_77_594,0.0
location_grid_13_066_77_593,0.0
location_grid_13_087_77_595,0.0
location_grid_13_086_77_595,0.0
location_grid_13_086_77_594,0.0
location_grid_13_085_77_594,0.0
location_grid_13_085_77_554,0.0
location_grid_13_066_77_641,0.0
location_grid_13_085_77_55,0.0
location_grid_13_084_77_552,0.0
location_grid_13_05_77_594,0.0
location_grid_13_267_77_719,0.0
location_grid_13_0_77_541,0.0
event_cause_corridor_congestion_hennur_main_road,0.0
event_cause_corridor_accident_hosur_road,0.0
event_cause_corridor_accident_mysore_road,0.0
event_cause_corridor_accident_old_airport_road,0.0
event_cause_corridor_accident_old_madras_road,0.0
event_cause_corridor_accident_orr_east_1,0.0
event_cause_corridor_accident_orr_north_1,0.0
event_cause_corridor_accident_orr_north_2,0.0
event_cause_corridor_accident_tumkur_road,0.0
event_cause_corridor_congestion_non_corridor,0.0
event_cause_corridor_accident_bellary_road_1,0.0
event_cause_corridor_congestion_old_airport_road,0.0
event_cause_corridor_congestion_orr_north_1,0.0
event_cause_corridor_congestion_unknown,0.0
event_cause_corridor_congestion_west_of_chord_road,0.0
event_cause_corridor_construction_airport_new_south_road,0.0
event_cause_corridor_construction_bannerghata_road,0.0
event_cause_corridor_construction_hennur_main_road,0.0
event_cause_corridor_construction_hosur_road,0.0
event_cause_corridor_accident_bellary_road_2,0.0
event_cause_corridor_accident_airport_new_south_road,0.0
event_cause_corridor_construction_magadi_road,0.0
location_grid_13_1_77_589,0.0
location_grid_13_184_77_567,0.0
location_grid_13_184_77_68,0.0
location_grid_13_185_77_642,0.0
location_grid_13_185_77_698,0.0
location_grid_13_188_77_712,0.0
location_grid_13_191_77_646,0.0
location_grid_13_193_77_65,0.0
location_grid_13_19_77_645,0.0
location_grid_13_221_77_682,0.0
start_month_name_november,0.0
location_grid_13_229_77_69,0.0
location_grid_13_257_77_713,0.0
location_grid_13_25_77_707,0.0
location_grid_13_265_77_719,0.0
location_grid_13_049_77_593,0.0
location_grid_13_268_77_72,0.0
peak_period_evening_peak,0.0
start_month_name_april,0.0
event_cause_corridor_construction_irr_thanisandra_road,0.0
event_cause_corridor_construction_mysore_road,0.0
